_r,_RAJ2000,_DEJ2000,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,BP-RP,BP-G,G-RP
58.3792,131.8630871911535,11.5569257222478,1.4235,-28.877,-6.683,20.153286,21.32385,18.92083,2.403021,1.170565,1.232456
58.381,131.8449937361539,11.6389602325243,0.2968,-4.823,-0.994,16.004696,16.325455,15.516415,0.80904,0.320759,0.488281
58.3812,132.2672581511154,12.6059708382931,0.3272,-1.744,-0.2,18.436413,18.810024,17.734797,1.075228,0.373611,0.701616
58.3822,133.5256756698605,12.4910819766255,,,,21.20951,21.237467,19.928072,1.309395,0.027956,1.281439
58.3847,131.8336515392205,11.8740686870985,2.4368,2.307,-5.156,20.393738,21.507896,19.24656,2.261337,1.114159,1.147179
58.3864,131.9256716555628,12.2160745905417,0.8755,-5.41,-0.985,19.714264,20.704954,18.740755,1.964199,0.99069,0.973509
58.3872,132.0991602616502,12.4659561015748,0.8649,-4.929,-22.012,20.223642,21.053564,19.08784,1.965725,0.829922,1.135803
58.3873,132.0365522936368,12.3938201612058,,,,20.36105,21.09509,18.461859,2.633232,0.734041,1.899191
58.3895,132.0364591891386,12.3937634636716,,,,20.299229,20.754826,18.39442,2.360405,0.455597,1.904808
58.39,132.3345242662697,12.6469210740075,,,,21.140034,22.115313,19.931536,2.183777,0.975279,1.208498
58.3936,132.2099648355455,11.0360245458753,0.8956,-10.226,-2.991,16.270657,16.786741,15.600064,1.186677,0.516085,0.670592
58.3942,133.1909300962394,12.7051618249291,0.1099,-0.638,0.14,19.396687,19.67935,19.073933,0.605417,0.282663,0.322754
58.3943,133.1606175573343,10.8840951077407,-0.1076,1.289,-3.163,20.138895,20.862185,19.33694,1.525244,0.72329,0.801954
58.3972,131.9170224010516,12.1981557209881,0.2839,1.028,-5.87,17.067877,17.430143,16.542635,0.887508,0.362267,0.525242
58.3981,131.8307986071284,11.7976121502943,3.4314,-23.375,-13.928,14.546058,15.292155,13.706339,1.585816,0.746098,0.839719
58.4001,131.8308682508596,11.8217164416407,0.5939,-2.105,-4.783,17.140944,17.635862,16.492323,1.143539,0.494919,0.648621
58.4022,132.1794632953341,12.541123244701,0.2671,-2.678,-2.783,19.090946,19.466513,18.545414,0.921099,0.375566,0.545532
58.4023,131.8319432404957,11.8533042167357,2.0292,13.872,-15.791,20.39579,21.219805,19.232063,1.987742,0.824015,1.163727
58.4045,132.051686310395,11.1889673750939,2.4824,-7.033,26.47,19.004158,20.72494,17.81897,2.90597,1.720781,1.185188
58.4054,133.3428760853129,12.6314963922598,0.9038,-2.29,-0.626,16.436089,16.930782,15.775758,1.155024,0.494694,0.660331
58.407,132.0592688383694,12.4221692491399,0.4133,0.122,-2.94,20.367203,20.963017,19.317001,1.646015,0.595814,1.050201
58.4082,133.3439278627894,12.6309276635949,0.4098,-2.447,-1.583,17.258307,17.781694,16.586151,1.195543,0.523388,0.672155
58.4085,133.6608248074223,11.2736801099055,0.5281,-3.187,-2.29,19.132992,19.771524,18.382849,1.388676,0.638533,0.750143
58.4086,132.6069719803436,10.8503059995459,0.8161,0.654,-4.508,20.45146,20.764067,19.622585,1.141481,0.312607,0.828875
58.409,132.5604229241075,12.7385263969829,,,,21.260637,19.698517,17.926569,1.771948,-1.56212,3.334068
58.4115,132.2958624002796,10.9761712039056,0.8811,5.582,-2.506,15.019779,15.35789,14.513558,0.844332,0.338111,0.506221
58.4119,133.794710873339,12.0178711359491,,,,20.955359,21.184622,20.315418,0.869204,0.229263,0.63994
58.413,132.9336354089876,12.7677409178767,0.1584,-2.912,1.392,19.631247,20.546167,18.652626,1.893541,0.914921,0.978621
58.4132,131.9298940553005,12.2257599441115,-0.3116,-4.18,-0.446,19.691404,20.368471,18.893679,1.474792,0.677067,0.797726
58.4163,131.8401526844598,11.665241315736,1.6731,9.515,-9.527,20.311325,21.13798,19.103636,2.034344,0.826654,1.207689
58.4174,133.1415827974056,10.8771818676151,,,,21.352955,20.09023,18.413353,1.676878,-1.262724,2.939602
58.419,133.5301524208237,12.4876834256675,1.3102,-15.269,-7.996,14.065654,14.38744,13.571009,0.816431,0.321786,0.494645
58.4192,133.3635364946983,10.9818936360613,,,,21.728146,21.46664,19.371164,2.095476,-0.261505,2.356981
58.4245,132.7614954914544,10.8282598429338,0.3645,0.949,-1.815,15.650501,15.920064,15.216151,0.703913,0.269563,0.43435
58.4269,131.9007445774986,11.4413008699506,0.5488,2.565,-6.993,14.886417,15.233355,14.369074,0.864281,0.346937,0.517343
58.4322,133.8198849630042,11.7984330764787,1.0718,1.414,-0.869,19.568619,20.290245,18.673326,1.616919,0.721626,0.895292
58.4323,133.2651893360869,12.6737096617017,,,,21.10507,20.536009,19.35899,1.177019,-0.569061,1.74608
58.4337,131.9394639100467,12.2453226459432,-0.0699,-2.142,-0.321,19.684393,20.112856,19.13204,0.980816,0.428463,0.552353
58.4345,132.7362034960177,10.8299911586391,,,,20.640114,19.28081,17.693539,1.587271,-1.359304,2.946575
58.4348,133.8089551700945,11.9462565410696,0.3462,-7.392,-2.194,16.834047,17.309864,16.198387,1.111477,0.475817,0.63566
58.4372,133.1711326403225,10.8871057419797,1.2424,-0.785,-5.081,20.071098,20.446766,19.559189,0.887577,0.375668,0.51191
58.4379,133.7238844027965,11.3837749784202,,,,21.184633,21.214857,20.2325,0.982357,0.030224,0.952133
58.4391,131.8680928605264,12.0686628483902,1.0386,1.67,-12.972,17.784395,18.592436,16.94065,1.651785,0.808041,0.843744
58.4393,132.0011981178814,11.2549198550817,,,,20.989058,21.632011,19.360329,2.271683,0.642954,1.628729
58.4394,131.9435531397364,12.2532622284058,,,,21.532259,20.603048,18.898527,1.704521,-0.929211,2.633732
58.4402,132.3114194574227,10.9662992123771,1.1531,-5.778,-15.395,19.741669,21.06398,18.569885,2.494095,1.322311,1.171783
58.4419,132.0941338109487,11.1399466768751,0.6404,-3.616,-1.222,16.596144,17.055853,15.975937,1.079916,0.459709,0.620207
58.442,133.4710059247638,11.0599113560303,0.8471,-0.664,-12.87,15.41127,15.824941,14.829232,0.995708,0.413671,0.582038
58.4473,133.3899222857321,12.6025479658722,1.5994,-6.647,-1.804,18.557999,19.598898,17.49976,2.099138,1.040899,1.058239
58.4543,131.9398400212397,11.3559216170675,1.0481,0.6,0.926,20.443638,20.671364,20.030264,0.6411,0.227726,0.413374
58.4615,132.1484083904463,12.5154897102433,0.9363,1.085,-1.445,20.706362,20.803288,19.925512,0.877775,0.096926,0.780849
58.4646,132.7419355452214,12.7710479905505,0.6451,-2.043,-5.648,20.24634,20.890413,19.36667,1.523743,0.644073,0.879669
58.465,132.92471937933,12.7695329701194,,,,21.12886,21.352972,20.084263,1.268709,0.224112,1.044598
58.4652,133.1969830680928,12.7041045029173,-0.4174,4.707,-7.818,19.39184,19.704124,18.850605,0.853519,0.312284,0.541235
58.467,133.0798336151377,12.7421173502191,-0.059,2.83,-5.072,19.258886,19.57121,18.840124,0.731087,0.312325,0.418762
58.4682,131.8527342595344,12.0110223791182,0.2683,-0.351,-5.74,19.357838,19.869669,18.684,1.185669,0.511831,0.673838
58.4723,133.065317654227,10.8545586944244,0.9208,12.882,-37.497,20.873505,20.849285,19.93797,0.911316,-0.02422,0.935535
58.4773,132.9456744928929,12.7674830624288,0.0552,1.869,-4.795,18.595945,18.89702,18.166193,0.730827,0.301075,0.429752
58.4778,133.7884357269304,12.0476409975195,0.561,-1.109,2.593,14.661959,14.978607,14.175739,0.802868,0.316648,0.486219
58.4798,131.9375701250605,12.2434125895062,0.3701,-3.883,-9.86,19.68583,20.039019,19.02187,1.017149,0.353189,0.66396
58.4815,132.550870933216,12.7371617544349,,,,20.021364,18.49601,16.900835,1.595175,-1.525354,3.120529
58.4822,132.3918176118145,10.9227002623064,1.0324,-1.895,-3.165,19.798464,20.426805,19.170757,1.256048,0.628342,0.627706
58.4837,133.722070376307,12.2245444121533,1.0603,-2.379,0.92,13.822083,14.129556,13.354052,0.775504,0.307473,0.468031
58.4877,131.8868011610481,11.4747005069633,0.3441,5.484,-18.396,20.244888,20.61427,19.562471,1.051798,0.369381,0.682417
58.4878,133.2696373718034,10.9281345727585,0.376,3.046,-6.02,19.85222,20.204447,19.4227,0.781746,0.352226,0.42952
58.4897,133.7733105470705,12.0992625280424,0.9121,1.859,-7.891,20.455353,20.570724,19.919529,0.651196,0.115372,0.535824
58.4927,132.9835980339794,12.7624977919043,0.517,-5.978,-2.574,18.797455,19.478842,18.001986,1.476856,0.681387,0.795469
58.4928,132.424909063493,12.693061136602,0.3247,-1.155,-4.96,19.655214,20.17902,18.935333,1.243687,0.523806,0.719881
58.4945,132.1222851587695,11.1100149965157,0.4929,-6.545,-0.388,19.682898,20.940634,18.620213,2.320421,1.257736,1.062685
58.495,133.2201042643362,12.695278692693,0.1826,-4.867,-15.366,17.473999,17.790237,16.993809,0.796429,0.316238,0.48019
58.4952,132.1404952132365,12.5089866399998,0.4441,-7.951,-1.472,20.18498,20.92804,18.99947,1.92857,0.743059,1.185511
58.497,131.9732030294252,11.295989066736,0.9267,3.093,-10.784,17.974363,18.741299,17.126423,1.614876,0.766935,0.84794
58.501,133.812293597519,11.9308395487991,,,,21.303984,19.715294,18.060629,1.654665,-1.58869,3.243355
58.5015,131.8365021684666,11.9204038895549,0.4859,-44.934,-58.193,19.113527,20.015066,18.17509,1.839975,0.901539,0.938437
58.5016,133.7654700964046,12.1227614151796,1.1142,4.984,-10.139,20.43451,21.296253,19.419704,1.876549,0.861744,1.014805
58.5026,132.9173691085036,10.829186317368,1.6298,-13.061,-4.312,19.449991,20.578014,18.275621,2.302393,1.128023,1.17437
58.5067,133.3793356727662,10.9903358927464,,,,21.02833,21.332697,19.545662,1.787035,0.304367,1.482668
58.507,132.0060582671491,12.3563225975992,-1.6024,-4.989,5.666,20.55114,21.057394,18.776634,2.28076,0.506254,1.774506
58.5073,131.8561983860726,11.5746259737329,-0.4784,-0.323,-2.867,20.011366,20.617,19.19008,1.42692,0.605635,0.821285
58.5075,133.341660800344,10.9667410268027,1.7074,-3.036,-3.721,14.526547,14.949466,13.939114,1.010352,0.422918,0.587434
58.5101,131.8559782677969,11.5753463402169,0.1812,-1.692,-2.2,16.714094,16.961521,16.318338,0.643183,0.247427,0.395756
58.5129,131.834369128486,11.6981874217611,-0.61,-2.171,-1.388,20.230804,20.748066,19.5821,1.165966,0.517262,0.648705
58.5142,131.8446333717811,11.9750173144086,-0.3591,-15.165,-4.676,20.385672,21.223837,19.218264,2.005573,0.838165,1.167408
58.5155,133.4069809086523,11.0090256782001,0.6686,-2.173,-6.732,18.233786,18.934908,17.436422,1.498486,0.701122,0.797363
58.5158,131.861634358861,12.0504127190646,0.4687,-1.847,-12.134,20.177053,21.216848,18.98351,2.233339,1.039795,1.193544
58.518,132.7703495127353,12.7738947145907,0.6182,6.23,-12.522,18.566097,19.15896,17.785492,1.373468,0.592863,0.780605
58.5184,132.7073657518499,12.7685505289757,1.1886,-9.589,-10.363,19.218616,20.528929,18.013136,2.515793,1.310312,1.205481
58.5247,132.170193317311,11.0655332043766,0.3246,-0.888,-9.521,19.760607,20.060253,19.306282,0.753971,0.299646,0.454325
58.5254,131.8595384923039,12.0431337904806,,,,19.871534,20.816895,18.4313,2.385595,0.94536,1.440235
58.5257,133.7787698722646,12.0842114093364,0.9702,-3.766,-4.098,20.230045,21.451519,19.193222,2.258297,1.221474,1.036823
58.5258,133.7574747898026,11.4575276690751,,,,21.167988,21.313797,19.955805,1.357992,0.145809,1.212183
58.5265,133.8064528634996,11.6327925562417,,,,21.395702,21.086842,19.280449,1.806393,-0.308861,2.115253
58.5279,131.8343552736006,11.6959444224907,0.3277,-2.088,4.166,20.081392,21.100094,19.032688,2.067406,1.018702,1.048704
58.5315,133.7920636120106,11.5659175282216,0.162,-3.134,-9.158,18.787956,19.253895,18.122826,1.131069,0.465939,0.665131
58.5318,133.3573453225843,12.6251996589983,,,,21.066425,19.582552,18.030481,1.552071,-1.483873,3.035944
58.532,132.1579841471215,12.5256256484397,0.3748,3.887,0.171,18.168629,18.850523,17.342068,1.508455,0.681894,0.826561
58.5331,132.0423729669951,12.4051368822946,1.1766,-9.543,-23.827,16.062033,16.656538,15.31744,1.339098,0.594505,0.744593
58.5354,133.7006594738623,12.2672695521874,-0.1876,0.743,-4.064,20.463093,21.032307,19.559574,1.472732,0.569214,0.903519
58.5372,132.5718546596042,12.7437480162068,1.1108,-4.059,-2.455,13.516563,13.776668,13.098953,0.677714,0.260104,0.41761
58.5388,133.2748980924659,10.9297553664853,-0.275,-4.502,-4.513,20.760546,21.697906,19.705126,1.992781,0.937361,1.05542
58.5441,132.3189042996329,10.9598277495759,0.4044,-0.2,-1.497,19.721714,20.091026,19.188126,0.902901,0.369312,0.533588
58.5463,132.0247858786526,12.3830034198471,0.7198,-0.06,-0.431,19.781382,20.188812,19.279915,0.908897,0.407431,0.501467
58.5515,132.3603649132607,10.937033578535,1.6171,-10.712,-6.625,16.194826,16.972042,15.31303,1.659012,0.777216,0.881796
58.5523,131.9622347028498,11.3123275303924,-0.4325,-0.86,-2.071,20.37266,20.538399,19.8838,0.654598,0.165739,0.488859
58.5601,132.3158398868748,10.9613101125163,1.3821,-10.392,1.622,20.316244,21.070223,19.34628,1.723944,0.753979,0.969965
58.563,132.040712560477,11.198345953387,0.8188,2.329,-8.512,20.75953,20.98561,19.362762,1.622847,0.22608,1.396767
58.5636,131.9905061265931,12.3355235504298,1.0104,-1.489,-7.98,14.696061,15.032944,14.191855,0.841088,0.336883,0.504206
58.5637,132.7009612757838,12.7684999303834,1.4162,13.106,3.622,19.574692,20.650167,18.449104,2.201063,1.075476,1.125587
58.5643,131.9119319393343,12.1937040368514,0.7639,-5.964,-1.431,20.002876,21.016785,18.916801,2.099983,1.013908,1.086075
58.5667,132.4174705669035,10.9094254895306,-0.1576,-0.125,-3.923,19.003103,19.283665,18.659586,0.624079,0.280561,0.343517
58.5681,131.8345831765286,11.9154303024298,0.6156,-0.776,1.078,19.181911,19.84742,18.253212,1.594208,0.665508,0.9287
58.5701,133.791493413632,12.0421877646973,,,,21.019869,19.445915,17.898113,1.547802,-1.573954,3.121756
58.5726,132.5102690979262,10.8738466840692,,,,20.920519,20.60619,19.765179,0.841011,-0.314329,1.15534
58.5736,132.2608915888469,12.605784507301,6.2078,6.313,-32.866,19.419964,20.674564,17.732967,2.941597,1.254601,1.686997
58.5747,132.4489078814516,12.7044229955342,,,,20.961061,21.389736,19.620386,1.76935,0.428675,1.340675
58.5753,133.818611781557,11.7174502854109,0.446,-0.829,-5.218,16.110973,16.479694,15.564009,0.915686,0.368721,0.546965
58.5772,132.261173730572,12.6058625698153,-2.2551,-4.527,1.183,20.628664,,,,,
58.5797,131.9170997231698,12.2055220064151,0.8418,-30.022,-27.584,19.321238,20.190931,18.518784,1.672148,0.869694,0.802454
58.5802,133.6784544564108,11.2959818031744,0.6051,-1.244,-4.011,18.193813,18.881405,17.462622,1.418783,0.687592,0.731192
58.5803,132.123883419031,12.4953120205582,0.3733,-1.001,-3.05,16.08982,16.525242,15.484946,1.040296,0.435421,0.604875
58.5833,133.7571406961044,12.1490786212562,,,,20.817833,21.660725,20.01883,1.641895,0.842892,0.799004
58.5854,132.5710535752628,12.7443675468072,,,,21.635984,,,,,
58.5895,132.9474684551989,12.7691562327413,-0.5663,1.987,-5.602,20.009022,20.425386,19.33714,1.088247,0.416365,0.671883
58.5901,132.7651863442505,10.8252616476239,,,,20.981794,21.523174,19.580006,1.943169,0.54138,1.401789
58.5901,133.1912502289634,12.7085511051581,0.4994,-0.24,-0.328,19.710508,20.289434,19.121038,1.168396,0.578926,0.58947
58.5919,132.1447214115304,12.5150811934739,2.3387,-22.857,-17.105,19.252356,20.531979,17.99851,2.533468,1.279623,1.253845
58.5925,131.841715279459,11.9666108623365,-1.4853,-2.696,0.702,20.421062,21.090094,19.898413,1.191681,0.669031,0.52265
58.5931,131.8635858904423,11.5410685947048,3.4261,-9.261,-16.239,16.605698,17.751783,15.531627,2.220157,1.146086,1.074071
58.5939,132.0041057283428,12.356088300496,1.5868,-11.848,0.753,19.597975,20.896906,18.49964,2.397266,1.298931,1.098335
58.5976,133.7398206612012,12.1912556271905,-0.4309,-2.271,-1.9,20.423325,21.140848,19.39514,1.745709,0.717524,1.028185
58.5982,132.9335600582584,12.7708600599435,,,,21.04401,21.284586,20.718042,0.566544,0.240576,0.325968
58.6011,132.0239186379134,12.3833188936913,1.6837,-8.445,5.715,19.321463,20.727709,18.16614,2.561569,1.406246,1.155323
58.6019,132.3034531309762,12.6331564105152,0.444,1.094,-4.151,19.398798,20.762093,18.389643,2.37245,1.363295,1.009155
58.6029,132.1183465476152,12.4904519884463,,,,21.328392,20.924232,19.1595,1.764732,-0.40416,2.168892
58.6046,131.8534000996873,11.5791928946211,0.6098,-1.561,-2.501,18.201977,19.04074,17.346584,1.694155,0.838762,0.855392
58.6057,133.5103186050767,11.0908450078429,,,,21.477161,20.020739,18.183853,1.836885,-1.456423,3.293308
58.6064,132.6258990026817,12.7572034688538,,,,21.285355,20.086496,18.441074,1.645422,-1.198858,2.84428
58.6064,133.5757596091013,11.1574412496693,0.6168,-17.003,-0.829,20.066732,21.13659,18.864052,2.272537,1.069857,1.202681
58.6091,132.3311471810588,10.951600381255,0.8761,-1.564,1.659,14.887347,15.196018,14.389719,0.806299,0.308671,0.497628
58.6101,133.6127785169819,11.2014191226754,0.1607,-1.34,0.586,20.017736,20.389961,19.556398,0.833563,0.372225,0.461338
58.6129,132.7245497341913,10.8280973227817,,,,20.956663,21.19412,19.808609,1.385511,0.237457,1.148054
58.6144,132.1668700136855,11.0663543358188,0.0214,0.522,-0.481,20.058868,20.74466,19.31562,1.429039,0.685791,0.743248
58.6171,131.9048109380518,12.1797180642191,0.8307,-5.167,1.891,14.932704,15.223302,14.472466,0.750836,0.290598,0.460238
58.6172,132.7169706152807,12.7712647431899,0.5066,-18.242,-8.78,17.599274,18.052477,16.979332,1.073145,0.453203,0.619942
58.6186,132.437794061362,12.7007273531462,,,,21.83572,21.226301,19.67537,1.550932,-0.609419,2.160351
58.6198,133.335678658171,12.6401562587664,3.5452,-48.786,-30.532,19.026089,20.357786,17.846518,2.511269,1.331697,1.179571
58.6205,132.1020933999016,11.1272437094902,,,,21.191042,22.11972,20.271986,1.847735,0.928678,0.919056
58.6207,132.5327544410328,12.7343452951257,,,,21.159948,21.692846,20.983192,0.709654,0.532898,0.176756
58.6207,131.8306418091559,11.8862161654709,0.2689,-2.238,-2.072,20.180103,20.476433,19.669676,0.806757,0.29633,0.510428
58.6228,133.816607547541,11.6900937783744,0.1105,0.117,2.318,19.79113,20.53892,18.85821,1.68071,0.747789,0.93292
58.6231,133.4256089610484,12.5810193057742,,,,21.373125,19.553381,18.045977,1.507404,-1.819744,3.327148
58.624,131.8698715031296,11.517873181299,-0.2111,-5.068,-4.256,20.561552,21.106997,19.482141,1.624855,0.545444,1.079411
58.625,131.8458470979595,11.6118602067997,0.033,-2.987,1.08,20.420708,20.771578,19.835321,0.936256,0.35087,0.585386
58.6253,133.8230042823462,11.8215984966669,0.6145,-5.249,-12.542,19.066698,20.165833,18.03086,2.134972,1.099134,1.035837
58.6289,133.8041997035451,11.611702121462,,,,22.05324,20.537634,18.873888,1.663746,-1.515606,3.179352
58.6303,132.5238297233472,10.8685754625708,0.5581,-11.885,-10.239,20.348581,21.013186,19.21212,1.801065,0.664604,1.136461
58.6307,132.3946978034448,10.9186076250406,0.5385,0.908,-7.139,19.467745,20.04186,18.735691,1.306169,0.574116,0.732054
58.6326,133.606920066568,11.1934897882315,-1.2161,-4.259,-2.023,19.927822,20.52883,19.043547,1.485283,0.601007,0.884275
58.633,132.4787661062976,10.8836629032688,0.4821,-4.872,-3.163,17.295435,17.821707,16.620268,1.201439,0.526272,0.675167
58.633,132.4824646437958,10.8823146041912,1.5739,0.623,-2.282,20.044605,20.497696,19.434904,1.062792,0.453091,0.609701
58.634,132.4943765346473,10.8781108706969,0.1295,-1.728,-2.089,19.380707,20.377478,18.314215,2.063263,0.996771,1.066492
58.6346,133.2301258149224,10.9071198655536,0.3446,-0.034,-1.065,20.70209,20.813646,19.782654,1.030992,0.111557,0.919435
58.635,132.741838252923,12.773876056094,-0.5719,-1.122,-2.255,20.332994,21.13831,19.30408,1.83423,0.805315,1.028915
58.6387,131.8495926917117,12.010199207712,0.3203,-3.446,-1.602,18.170578,18.604023,17.568548,1.035475,0.433445,0.60203
58.639,132.0243040817975,11.2172976975522,-0.3243,-2.479,-0.452,18.284386,18.241716,17.5281,0.713617,-0.042669,0.756287
58.6438,131.8360395926693,11.6669085054129,0.6984,0.934,-4.279,18.791183,18.968431,18.171728,0.796703,0.177248,0.619455
58.6463,131.8842271001486,12.1292112587948,-0.3763,-1.127,-6.269,20.036592,20.280878,19.460033,0.820845,0.244286,0.576559
58.6464,132.0564588332431,12.4250375724308,1.2104,-12.244,-1.61,20.001694,20.90192,18.862242,2.039679,0.900227,1.139452
58.6495,132.4019304732526,12.6857798345372,0.2973,-4.502,-8.73,19.01149,19.98497,18.096992,1.887978,0.97348,0.914497
58.6508,133.0788605263967,10.8547168485666,0.0472,0.259,-1.844,17.310213,17.66722,16.776152,0.891068,0.357006,0.534061
58.6527,133.6080997829913,12.4077818641352,0.3068,-2.303,-11.978,16.617907,16.903341,16.165827,0.737514,0.285435,0.45208
58.6539,133.6248352866095,11.2157341298101,,,,20.98451,18.719849,17.350096,1.369753,-2.264662,3.634415
58.6557,131.9514565070321,12.2751595556632,3.7538,-33.644,-53.391,13.233225,13.707777,12.597579,1.110198,0.474552,0.635646
58.6571,131.928977052223,11.3697598763494,1.5009,-19.009,-2.283,19.19797,20.527395,18.001066,2.526329,1.329426,1.196903
58.6573,133.2053243965564,12.7041986890765,0.7499,8.162,1.553,19.086319,20.370668,18.035753,2.334915,1.284349,1.050566
58.6585,133.8002684876281,12.0125818510616,-0.374,-9.031,3.524,20.11518,20.848146,18.888056,1.960091,0.732967,1.227123
58.6605,131.8373993329082,11.9475113653355,0.6917,-4.897,-12.158,15.619688,15.953401,15.114353,0.839047,0.333713,0.505335
58.6625,133.716611217306,12.2420600065929,0.3945,1.347,0.868,16.821114,17.179426,16.30324,0.876186,0.358313,0.517874
58.6632,132.2070195463077,12.5687986481514,0.8024,0.402,0.614,16.85728,17.337486,16.22263,1.114857,0.480206,0.634651
58.6677,132.0949378626532,11.1335766494536,2.0047,-2.031,-5.136,19.249725,20.656527,18.0633,2.593227,1.406801,1.186426
58.6728,133.0750787105592,10.8533739468543,0.1798,-0.833,-2.954,19.298695,19.943438,18.594187,1.349251,0.644743,0.704508
58.6742,133.6978800241762,12.2770410939817,0.5393,-0.681,-8.852,15.558801,15.878262,15.067085,0.811177,0.319462,0.491715
58.6753,133.2283026216289,10.9055818736286,,,,20.978277,21.655497,20.361132,1.294365,0.677219,0.617146
58.6759,132.9656709765341,12.7682238179949,,,,21.088509,21.23691,19.732807,1.504103,0.148401,1.355701
58.6759,133.5109396842761,12.5118276171382,1.5881,0.184,1.343,19.754894,20.887442,18.673683,2.213758,1.132547,1.081211
58.6778,133.0778236122561,10.853979047625,0.4786,0.268,-0.582,19.639719,19.901485,19.280169,0.621317,0.261766,0.35955
58.678,133.6521818943573,11.2527201549838,,,,21.054916,21.6818,19.839714,1.842087,0.626884,1.215202
58.6781,133.8152134119146,11.9318494811855,1.0465,-2.257,-5.193,19.028828,20.072708,17.946484,2.126225,1.04388,1.082344
58.6788,132.2836177718345,10.9785878805537,2.2349,25.923,-25.993,19.380804,20.706207,18.160994,2.545214,1.325403,1.21981
58.6796,131.9722872999011,11.2915835580105,,,,21.17123,22.464882,19.82837,2.636513,1.293652,1.342861
58.6804,133.8144687618761,11.9373893417639,0.5296,-1.051,-1.773,17.114265,17.578732,16.507727,1.071005,0.464466,0.606539
58.6816,133.3917518257124,12.6060616510534,1.6186,-6.85,-2.197,19.41075,20.531727,18.335516,2.196211,1.120977,1.075233
58.6832,133.6137146853392,12.4015439372024,-0.3506,0.335,0.704,20.156118,20.522705,19.650616,0.872089,0.366587,0.505503
58.6854,132.9026702287024,10.8248985615191,0.5925,-0.375,-4.332,19.677746,19.971441,19.195677,0.775764,0.293695,0.482069
58.6863,132.5742449881019,12.7469168937281,2.1599,-42.828,-10.901,19.158834,20.586752,18.059425,2.527327,1.427917,1.099409
58.6896,131.8269962456279,11.8505108985895,2.1547,-6.93,5.175,20.880344,21.246216,19.565918,1.680298,0.365871,1.314426
58.6896,132.022060628636,12.3833507663741,1.5856,-17.335,-6.911,17.641855,18.784039,16.589563,2.194475,1.142183,1.052292
58.6952,132.8923449041885,12.7760538654769,2.0035,-1.593,-3.567,20.284363,21.411947,19.085888,2.326059,1.127584,1.198475
58.6959,133.8151997627319,11.669055718619,1.1125,-10.199,-4.894,15.872934,16.395557,15.171288,1.22427,0.522623,0.701647
58.6964,133.7587222470248,11.4527769070733,-0.1137,0.632,-8.318,19.924154,20.29012,19.295517,0.994602,0.365965,0.628637
58.6964,132.1197867668778,11.1077245549452,1.547,-10.257,-0.664,14.305469,14.694098,13.754378,0.93972,0.388629,0.551091
58.6965,132.0631438670828,11.1683084157471,1.305,-36.874,-59.385,18.86044,19.6815,18.04003,1.64147,0.82106,0.82041
58.6969,133.7492905177396,12.1736317026229,1.3093,-2.176,-2.286,20.58796,21.042612,19.510471,1.532141,0.454653,1.077488
58.6991,132.4396095434359,10.8976415360814,0.9651,-6.077,-7.838,19.454397,20.50191,18.398298,2.103611,1.047512,1.056099
58.7026,132.0307266553813,11.2072398500936,1.8611,-6.625,-7.04,19.482124,20.690474,18.28205,2.408424,1.208349,1.200075
58.7039,133.8153742639722,11.6693332994114,2.4653,-9.89,-5.785,20.571455,16.80141,15.328362,1.473048,-3.770044,5.243093
58.7041,133.5918787726018,11.1735067120501,3.8264,11.882,13.825,18.906982,20.518278,17.665735,2.852543,1.611296,1.241247
58.7043,132.1599803282958,12.5312408896268,0.7831,2.077,-4.25,13.85321,14.085807,13.47278,0.613027,0.232597,0.380429
58.7079,132.4702293599666,10.8854937550958,2.5202,5.235,-11.895,19.49933,20.83815,18.215105,2.623045,1.33882,1.284226
58.7084,132.5723897795788,10.8533971242394,-0.6647,-9.826,2.231,20.549536,20.986736,19.62489,1.361847,0.437201,0.924646
58.7088,133.458623553636,11.0438983134361,1.0608,-1.267,-1.853,18.90573,20.18765,17.80377,2.383881,1.281921,1.101959
58.7094,133.8211922354909,11.7208136829929,,,,20.804192,21.052256,19.608322,1.443933,0.248064,1.195869
58.7103,132.4380696908384,12.7025136413375,2.8998,-20.26,-12.117,19.75824,21.270157,18.454103,2.816053,1.511917,1.304136
58.7113,131.9719822091414,12.3115213270951,0.8913,3.722,-2.586,18.1437,19.129688,17.15898,1.970709,0.985989,0.98472
58.7129,133.2948049279292,12.664147823025,,,,21.157345,21.26216,19.734676,1.527483,0.104815,1.422668
58.7166,133.6858754188299,12.298874915635,0.2569,-0.737,0.292,18.907835,19.246292,18.42305,0.823242,0.338457,0.484785
58.7176,133.8120930162353,11.6462692826913,2.1006,-7.7,-12.225,19.456106,20.700506,18.25558,2.444925,1.2444,1.200525
58.7193,132.9722795960523,10.8320645961945,1.7418,-2.927,-1.577,20.711445,20.880129,19.974712,0.905416,0.168684,0.736733
58.7238,133.5814120997898,12.4410854010851,1.3042,-0.912,0.208,20.36448,20.761497,19.94576,0.815737,0.397018,0.418718
58.7239,133.6714950968517,11.2803322327784,0.1833,-1.538,-0.341,19.61431,19.982588,18.288326,1.694262,0.368279,1.325983
58.7255,132.1003317999249,12.4752744835398,1.0197,-11.206,-3.026,19.551554,20.77358,18.41395,2.359631,1.222027,1.137604
