_r,_RAJ2000,_DEJ2000,Plx,pmRA,pmDE,Gmag,BPmag,RPmag,BP-RP,BP-G,G-RP
21.2267,132.5682467682603,11.5511535411615,-0.2151,-4.23,-1.089,20.188051,21.066597,19.076239,1.990358,0.878546,1.111813
21.2319,132.7792996501152,11.448947030719,0.3911,-4.55,7.438,19.341944,20.282557,18.405172,1.877384,0.940613,0.936771
21.2327,132.9372001652297,12.1364554715082,1.1462,-10.805,-3.093,13.560265,13.853412,13.107309,0.746102,0.293147,0.452955
21.2336,132.7486783508174,12.1459278148526,,,,21.012424,22.043615,19.893473,2.150143,1.031191,1.118952
21.2345,133.1568794846251,11.6596844088405,1.1989,-11.154,-2.834,19.341627,20.516321,18.19318,2.323141,1.174694,1.148447
21.2376,133.1760824510816,11.8849736648085,,,,20.378,17.78704,16.357832,1.429209,-2.590959,4.020168
21.2393,132.5733430153414,11.545901824822,-0.1529,1.443,-2.729,18.49619,18.866903,17.991888,0.875015,0.370714,0.504301
21.2445,133.136570577185,11.980092045948,0.5866,-4.179,-4.729,17.497223,18.215343,16.734518,1.480825,0.718121,0.762705
21.2493,132.6080434691609,12.0835032780887,1.4177,-0.679,-1.576,20.700117,21.292847,19.422388,1.870459,0.59273,1.277729
21.2519,132.8664209309483,12.1518918286727,1.0789,-11.089,-2.868,16.165909,16.7476,15.4386,1.309001,0.581692,0.727309
21.2529,133.1086757338109,11.580184590893,0.5308,-6.774,0.927,19.410946,20.296146,18.435946,1.860201,0.8852,0.975
21.2585,132.5550809648966,11.5641046478939,0.8074,-0.322,-8.78,17.280098,18.03522,16.452986,1.582233,0.755121,0.827112
21.2606,132.4915396591737,11.9380385921082,0.6255,-2.589,3.743,14.292708,14.565923,13.858061,0.707862,0.273214,0.434648
21.27,132.7198667709987,11.4607858544857,0.183,-0.58,0.045,17.701323,17.98132,17.279314,0.702005,0.279997,0.422009
21.2718,133.1254152347861,11.9982244426566,0.9893,-1.786,-5.202,19.212074,20.469728,18.121485,2.348244,1.257654,1.09059
21.2833,132.6470791804502,12.1090720283251,0.7504,-14.742,-6.805,15.262928,15.631121,14.725633,0.905488,0.368193,0.537295
21.2905,133.1157779766303,11.5882498274487,0.8548,-1.768,-0.217,16.93838,17.559944,16.193478,1.366467,0.621565,0.744902
21.3019,132.8131095641656,11.4451739364178,1.1654,-10.884,-2.875,13.015018,13.311026,12.56186,0.749166,0.296008,0.453157
21.3021,132.8413467210739,12.154674330318,,,,21.041239,21.079128,21.951855,-0.872726,0.037889,-0.910616
21.3159,132.4763571522588,11.8989258557713,0.8021,-1.465,-4.397,20.028118,20.552156,19.257517,1.29464,0.524038,0.770601
21.3212,132.5755669152864,11.541944898301,-0.3052,-1.534,-3.94,20.518738,20.804567,20.000698,0.803869,0.28583,0.51804
21.3265,133.029820442325,12.0935873386589,-0.1078,-1.491,-2.422,20.11012,20.356567,19.84524,0.511328,0.246447,0.264881
21.3286,133.1879763023368,11.787691391137,1.1429,-11.46,-3.337,16.372826,17.065014,15.559773,1.50524,0.692188,0.813052
21.3293,132.5322644824965,12.0105339802041,,,,21.00632,21.054459,19.63315,1.421309,0.048138,1.373171
21.3312,132.5793643911865,11.5382824010103,1.1315,-10.775,-2.865,16.207754,16.79376,15.487231,1.306529,0.586006,0.720523
21.3422,133.1381785884077,11.9806001068188,2.2785,-2.25,-1.371,20.756721,20.948215,19.676786,1.271429,0.191494,1.079935
21.3505,133.1871623161052,11.8319260949066,2.2787,-17.322,-11.944,17.80576,19.189396,16.662169,2.527227,1.383636,1.143591
21.3547,133.1041769414694,12.0281423427797,1.601,6.196,-4.298,20.630394,20.92075,19.620256,1.300493,0.290356,1.010138
21.3565,133.0904724483329,12.0433838479984,-0.0705,-1.944,-2.02,20.234306,20.519102,19.70847,0.810633,0.284796,0.525837
21.3569,132.6239848309105,11.5034971938127,1.1885,-10.785,-3.031,17.803898,18.69712,16.840918,1.856203,0.893223,0.96298
21.3601,132.7663994043692,11.4486812483192,2.8007,-9.46,-4.234,18.334526,19.795317,17.144104,2.651213,1.460791,1.190422
21.3623,132.8539080604768,11.4451057403827,-0.58,-1.335,-3.85,20.642502,21.268084,19.345234,1.92285,0.625582,1.297268
21.3626,133.1593322371251,11.6598649123858,0.9763,-11.159,-2.386,18.268728,19.306961,17.24062,2.066341,1.038233,1.028109
21.3675,133.1573726356906,11.9450711119255,4.4095,-0.331,-11.882,20.867733,21.045292,19.905823,1.139469,0.177559,0.96191
21.3832,132.6825088528415,12.1279568127767,0.7909,-3.927,6.933,8.916858,9.890088,7.945074,1.945015,0.97323,0.971784
21.387,132.6330487453637,12.1029589737376,2.1313,-0.711,2.24,20.698492,21.410292,19.486975,1.923317,0.7118,1.211517
21.3935,132.7614403462926,12.1510973005108,1.1681,-11.217,-2.593,16.125412,16.703503,15.405824,1.297679,0.578091,0.719588
21.4056,133.0206859162036,12.1010706747953,-0.1113,0.777,-6.758,18.974863,19.296774,18.568377,0.728397,0.321911,0.406486
21.4156,132.8979544353672,12.1498499964358,2.9792,9.363,-31.378,17.358027,18.528736,16.275293,2.253443,1.17071,1.082733
21.416,132.8351427805032,12.1568318194507,1.5277,1.148,-8.368,20.719328,21.321482,19.95161,1.369871,0.602154,0.767717
21.4176,132.5894643321995,11.5275963114177,0.5646,-2.938,-0.273,16.619654,17.017761,16.0522,0.965561,0.398108,0.567453
21.4186,132.6666757620558,12.1216247392288,,,,21.017265,19.687963,17.908413,1.779551,-1.329302,3.108852
21.4213,133.189681739692,11.7968209804652,1.0057,6.583,-10.988,19.226074,20.098064,18.308552,1.789513,0.87199,0.917522
21.4262,132.5308781064609,11.5888769536828,2.4666,1.793,-0.812,20.606434,20.768637,20.085926,0.682711,0.162203,0.520508
21.4277,133.0729148276544,12.0621176155778,,,,21.226315,20.618105,20.406504,0.211601,-0.60821,0.819811
21.4334,132.4620272306717,11.8372251568856,0.8022,-0.267,-1.227,20.414293,21.21739,19.434267,1.783123,0.803097,0.980026
21.4399,132.8666892260788,11.4450094687319,0.9872,-15.023,-1.779,17.721033,18.535341,16.83005,1.705292,0.814308,0.890984
21.4436,132.4602835090168,11.8164529220837,0.6282,-3.571,-2.176,16.036154,16.423504,15.481492,0.942012,0.38735,0.554662
21.4451,133.1383385041434,11.98370476126,0.273,-4.146,0.199,12.349817,12.986931,11.586013,1.400918,0.637114,0.763804
21.4463,132.6345812432154,12.10501798831,1.417,-3.648,5.924,19.224745,20.246386,18.229914,2.016472,1.021641,0.994831
21.4522,133.0268894729877,11.5021108669962,1.0815,-4.154,-1.891,20.10106,21.189531,19.010578,2.178953,1.08847,1.090483
21.453,132.8942409913411,12.1510842482163,0.5015,-1.967,-1.706,16.815065,17.195967,16.27167,0.924297,0.380901,0.543396
21.453,132.7211382252032,12.1428086580656,-0.4881,-1.212,-0.04,19.880598,19.979498,19.614414,0.365084,0.0989,0.266184
21.4662,132.6158859701687,12.0934944213299,0.7907,-2.414,0.49,18.308266,19.051216,17.263199,1.788017,0.74295,1.045067
21.4671,132.6141465130669,12.0923346989104,-0.0435,0.596,-0.838,20.916508,20.982306,19.659605,1.322701,0.065798,1.256903
21.4679,132.8387370658243,11.4424455243895,0.7647,-5.279,1.906,20.338827,21.23857,19.23369,2.004879,0.899742,1.105137
21.4698,132.4725187051441,11.7054129793132,1.4582,-0.998,-4.742,20.724606,20.97575,20.313534,0.662216,0.251144,0.411072
21.4709,132.5086298384224,11.6208809553231,0.129,2.562,-7.284,18.915627,19.244965,18.414968,0.829996,0.329338,0.500658
21.4716,133.1797956524754,11.713733667328,1.1031,-10.847,-2.922,19.11909,20.479856,18.051058,2.428799,1.360767,1.068031
21.4821,132.9841640713075,11.4780113751881,3.5872,13.477,-67.12,19.140661,20.519346,17.675016,2.84433,1.378685,1.465645
21.4844,132.7965557609947,11.4430296020973,1.222,-11.102,-3.043,13.710828,14.007005,13.254931,0.752073,0.296177,0.455896
21.4927,132.6004727981644,12.0830138422465,2.2899,3.625,-11.317,20.794044,21.706497,19.39602,2.310476,0.912453,1.398024
21.4936,132.6417506974061,11.4900140104934,1.8016,-5.625,-5.118,14.796757,15.299593,14.138772,1.160821,0.502836,0.657985
21.4965,133.034671739861,12.0937155417903,-2.8143,1.21,4.674,20.801592,21.40796,20.073109,1.334852,0.606369,0.728483
21.4991,133.1801412711847,11.8872680969819,1.0793,-10.962,-3.147,17.002968,17.777235,16.159985,1.61725,0.774267,0.842983
21.5006,132.7163839718195,12.1422281494127,,,,20.875181,21.008963,19.677893,1.33107,0.133781,1.197288
21.5007,133.1815964123153,11.7191776468848,,,,20.890875,20.247478,18.752527,1.494951,-0.643396,2.138348
21.5018,132.9839593601766,11.4775541035997,3.3868,14.153,-67.676,19.892443,,,,,
21.502,133.1894576033892,11.7662832264003,,,,20.89775,21.227816,19.960468,1.267347,0.330065,0.937283
21.5041,133.1612362064207,11.9421815568679,0.4904,-10.925,-2.388,19.610777,20.739225,18.445301,2.293924,1.128448,1.165476
21.508,132.5835477643575,11.5306274798625,-0.8346,-2.349,-6.961,20.019524,,,,,
21.515,132.4905819437502,11.9465627014756,,,,21.132797,20.860329,20.010183,0.850145,-0.272469,1.122614
21.516,132.679666368952,12.1291845509616,1.637,-15.601,-0.624,19.145481,20.444971,17.947536,2.497435,1.29949,1.197945
21.5165,132.7027389305353,11.4620069875244,-0.0312,-11.166,-3.002,20.424347,21.32793,18.815645,2.512285,0.903583,1.608702
21.5167,132.619443586987,11.5032083800207,0.7061,7.461,-0.198,14.222672,14.494761,13.786361,0.708401,0.272089,0.436312
21.5173,132.5837092132988,11.5302448055169,0.3495,0.033,-0.485,16.813086,17.086987,16.196774,0.890213,0.273901,0.616312
21.5176,132.8251991702265,11.4413879502997,1.1813,-11.027,-3.16,13.097951,13.38877,12.647377,0.741393,0.290819,0.450574
21.518,132.4586676819277,11.7952691939261,-0.0893,-1.93,-1.915,20.445614,20.603064,19.876648,0.726416,0.15745,0.568966
21.5324,132.8953123790499,12.1522545988651,1.937,-14.15,-5.121,17.730047,18.923801,16.463285,2.460516,1.193754,1.266762
21.5369,133.183857979641,11.8741573601784,0.3336,-5.269,1.336,19.27761,20.040955,18.392298,1.648657,0.763344,0.885313
21.5431,132.5316617051915,12.0157239520668,0.7026,-6.863,-10.716,20.50405,21.219242,19.54817,1.671072,0.715193,0.955879
21.5462,133.1915278741951,11.7846956682862,1.1853,-4.02,-13.189,19.61314,20.758818,18.49803,2.260788,1.145678,1.11511
21.5479,133.1114267727106,12.0246984624146,1.312,-16.404,-8.616,17.158829,17.96595,16.286535,1.679415,0.807121,0.872294
21.5526,132.917711321838,12.1475975746092,1.1958,-10.974,-2.889,16.77069,17.501438,15.933643,1.567795,0.730747,0.837048
21.5551,133.1920042786965,11.7950785021465,0.3403,-8.047,-26.666,19.838366,20.622606,18.70906,1.913546,0.784241,1.129305
21.5554,132.895412927234,12.1526193929077,1.9197,-13.502,-3.778,19.659767,,,,,
21.5562,132.557404528918,12.0459771638507,1.3543,-10.855,-2.968,18.79671,19.974648,17.720293,2.254354,1.177938,1.076416
21.5566,133.0611994489587,12.0750829737629,0.8575,-1.053,3.412,14.352613,14.6423,13.900312,0.741987,0.289686,0.452301
21.5578,132.4676163417062,11.7183682897102,1.0976,-2.833,-4.077,20.389742,21.26139,19.376905,1.884485,0.871649,1.012836
21.558,132.9322876586749,12.1436463320481,2.0613,-9.454,-0.96,15.669644,16.3296,14.885448,1.444151,0.659955,0.784196
21.5618,133.1914065852372,11.822845142482,-0.1511,-2.321,-3.449,20.334724,20.798481,19.53124,1.26724,0.463757,0.803484
21.564,132.4992391727553,11.9658975620555,1.3898,-10.606,-3.092,19.20625,20.47934,18.12002,2.35932,1.27309,1.086229
21.5753,132.4800744368821,11.9238020743557,1.5343,-11.056,-3.224,18.810646,20.1019,17.760576,2.341324,1.291254,1.05007
21.5759,132.4720682307791,11.7004187243952,,,,21.09453,,19.944809,,,1.149721
21.5779,133.0042479585597,12.113982561756,2.6309,0.188,-0.272,20.64008,21.210485,19.800995,1.409491,0.570406,0.839085
21.5825,133.0091326165291,11.488778353551,-0.0244,0.075,-2.665,19.36245,19.683794,18.921122,0.762672,0.321344,0.441328
21.5923,132.4745804466979,11.6914278468799,1.0107,-3.954,-2.982,20.75583,21.434637,19.657814,1.776823,0.678806,1.098017
21.5948,132.5011905386774,11.9706043792239,0.7578,-6.356,6.117,15.397256,15.710858,14.915108,0.795751,0.313602,0.482148
21.5996,132.829496452159,11.4400172506954,1.0225,-13.935,3.516,14.376572,14.724671,13.867318,0.857353,0.3481,0.509254
21.61,133.0783655116896,11.5389417828377,0.3892,-2.078,-2.431,18.283756,18.956705,17.444527,1.512178,0.672949,0.83923
21.6103,133.1241093996126,11.5903579241585,-2.2805,-4.581,2.344,20.776869,22.185513,19.81548,2.370033,1.408644,0.96139
21.6117,132.7200262512434,11.4548035887387,1.0961,6.901,-4.526,16.482908,17.059093,15.772448,1.286646,0.576185,0.710461
21.6127,133.0334256518381,11.5032057878309,0.1453,-2.372,-0.251,18.157515,18.831717,17.405107,1.426609,0.674202,0.752407
21.614,132.556412394563,11.553876820489,0.9706,-4.658,1.572,16.549437,17.048033,15.885111,1.162922,0.498596,0.664326
21.6144,132.6850515188274,11.4668524115319,1.6541,-24.777,11.336,18.88134,20.067953,17.71802,2.349934,1.186613,1.16332
21.6183,132.66008764474,12.1221551991996,1.1229,-11.145,-3.022,13.524892,13.814017,13.079811,0.734206,0.289125,0.445081
21.622,132.8499816822487,11.4405354577458,0.6126,8.172,-15.369,19.401674,19.770855,18.87192,0.898935,0.369181,0.529755
21.625,132.4700982585168,11.8962270744033,2.1823,-2.661,-15.494,20.335249,21.215313,19.057213,2.1581,0.880064,1.278036
21.6273,132.539665330531,11.5722887511412,,,,20.961975,21.201618,20.138708,1.06291,0.239643,0.823267
21.6308,132.5539022828409,11.5561002921781,,,,20.968956,21.082771,20.486147,0.596624,0.113815,0.482809
21.6322,133.1409294258081,11.6148666863665,2.41,3.31,-1.094,17.222775,18.538063,16.090883,2.44718,1.315289,1.131891
21.6374,132.5407732898269,12.029645670398,0.5964,5.91,-7.104,20.554806,20.695967,19.82956,0.866407,0.141161,0.725246
21.6383,133.0310658522967,11.5011203534207,,,,20.824705,21.053804,20.121931,0.931873,0.229099,0.702774
21.6402,133.1206237829136,11.5848618859568,0.9768,3.461,7.723,17.584757,18.45678,16.670216,1.786564,0.872023,0.914541
21.645,133.0418599484577,11.508398930303,0.5186,-2.935,-2.067,15.550977,15.869231,15.072163,0.797069,0.318254,0.478814
21.6466,133.1611714975476,11.6521865863605,1.1469,-12.274,-2.921,14.868529,15.296875,14.269344,1.027531,0.428346,0.599185
21.6499,132.4584780658527,11.7619341459781,0.6515,-3.625,-3.051,20.42337,21.419043,19.277086,2.141956,0.995672,1.146284
21.6541,133.1824259735533,11.7116862527849,,,,21.127409,21.546185,19.993992,1.552193,0.418776,1.133417
21.6653,132.4679593433603,11.7096563539161,1.1651,-10.718,-2.807,18.786226,19.940275,17.734386,2.205889,1.154049,1.05184
21.6685,132.9205610715359,12.1488513182517,1.3715,-1.955,-3.478,18.875957,20.012386,17.80326,2.209125,1.136429,1.072697
21.6734,133.0105724222768,11.487832343995,,,,20.913227,21.298983,19.889412,1.409571,0.385756,1.023815
21.6738,132.8868010491244,11.4439172428739,2.1177,2.616,-8.164,15.525917,16.205502,14.734046,1.471456,0.679585,0.791871
21.6738,133.1937247743765,11.8160636343631,1.1523,-11.152,-2.568,14.427105,14.843043,13.847182,0.995861,0.415938,0.579923
21.678,132.8081759073221,11.4390813061709,0.738,-3.735,-1.12,15.795624,16.171692,15.258679,0.913013,0.376068,0.536944
21.6784,133.1383716188485,11.991076729753,0.8418,4.817,-6.303,14.879545,15.208818,14.381322,0.827496,0.329272,0.498223
21.6801,132.7843302513914,11.4409049437415,1.7394,-11.03,-7.003,13.816915,14.249237,13.21697,1.032267,0.432322,0.599944
21.681,132.5026598007447,11.9762956901766,,,,21.320034,20.344065,18.634495,1.70957,-0.975969,2.685539
21.6873,132.8359148523704,12.1612966677492,,,,20.821047,21.721827,19.549974,2.171852,0.90078,1.271072
21.6875,133.0339570930928,12.0980967301666,-0.1088,-12.768,8.637,20.084747,21.1373,18.841478,2.295822,1.052553,1.243269
21.6895,133.0995095039765,12.0419495667106,-0.7448,-2.018,0.429,20.091814,20.320108,19.633482,0.686626,0.228294,0.458332
21.6905,132.570930984875,11.5377468755831,0.5666,-0.214,-0.096,19.862997,20.853424,18.73943,2.113995,0.990427,1.123568
21.6924,132.8072424743292,11.4388863915351,1.8173,-4.521,-1.481,20.522945,21.30756,19.528242,1.779318,0.784615,0.994703
21.6949,132.6331552760564,12.1090314988814,0.5396,-3.935,3.356,18.5077,19.677185,17.516798,2.160387,1.169485,0.990902
21.7038,133.1894611519169,11.7401499731168,1.7562,-11.997,-0.44,19.853228,20.892984,18.671503,2.221481,1.039757,1.181725
21.704,132.7645705152448,11.4431831116646,0.2651,7.853,-10.652,19.367657,20.232723,18.457432,1.775291,0.865066,0.910225
21.705,132.7538684762332,12.1550030740513,0.5964,-0.59,-1.822,20.326294,20.591682,19.708311,0.883371,0.265389,0.617983
21.7084,132.9522781454886,11.4603422451179,1.2132,-10.495,-2.501,17.329582,18.318459,16.34931,1.969149,0.988876,0.980272
21.725,133.1655719737466,11.6589062160957,-0.2986,0.48,0.127,19.496925,19.657335,19.102543,0.554792,0.16041,0.394382
21.725,132.7385888739753,12.1521575942415,3.6403,-28.229,-24.57,13.896829,14.500821,13.159966,1.340855,0.603992,0.736862
21.7324,132.7274129832948,11.4506780265685,1.8594,-25.953,-2.953,20.317293,20.88907,19.080666,1.808405,0.571777,1.236628
21.7372,132.5166950763106,12.0005291667056,1.9667,-13.409,-3.799,20.521599,20.833364,19.356474,1.476891,0.311766,1.165125
21.7395,132.7506098203615,11.4451078688855,0.4317,-0.272,-6.84,17.114079,17.519482,16.53727,0.982212,0.405403,0.576809
21.7406,132.4566588321328,11.8361850293509,-0.0017,-0.017,-4.705,19.461693,19.770533,19.03267,0.737864,0.30884,0.429024
21.743,133.1118304411524,12.0292826652365,0.4671,-4.371,-1.537,20.706808,21.301077,19.905645,1.395431,0.594269,0.801163
21.7459,133.1524795469378,11.9693734903284,0.4876,-4.398,-8.452,20.486515,21.46513,19.315517,2.149612,0.978615,1.170998
21.7459,132.5545844045267,11.5525431919515,0.9638,-0.234,3.552,15.216683,15.584074,14.679723,0.904351,0.367391,0.536961
21.747,133.1924463923118,11.8454494977583,-1.6563,-13.706,-2.794,20.264664,20.741205,18.951689,1.789516,0.476542,1.312975
21.754,132.4567888259115,11.839355084693,0.4084,-4.905,-1.163,20.76053,21.271328,19.935646,1.335682,0.510798,0.824884
21.7575,133.0812296086328,11.5382500131109,1.5625,3.084,-4.03,20.196894,21.045797,19.202335,1.843462,0.848904,0.994558
21.7589,132.6571676295552,11.4767465831444,,,,21.019533,21.320303,20.118795,1.201508,0.30077,0.900738
21.7607,133.0957554205351,11.5525213968294,-0.1282,-2.904,4.035,20.778938,21.313513,19.510685,1.802828,0.534574,1.268253
21.772,132.6483472622407,12.1190585423337,0.1013,-6.974,-0.875,20.0501,20.703493,19.118704,1.584789,0.653393,0.931396
21.7721,132.6624443980042,12.1261657701781,,,,21.028936,21.617682,19.868835,1.748846,0.588745,1.160101
21.7721,132.981721579572,11.4711975799326,,,,21.023247,20.972525,19.805897,1.166628,-0.050722,1.21735
21.7733,133.1822472607378,11.8977028143754,3.0592,-25.335,-27.266,20.341928,21.45639,19.039942,2.416449,1.114462,1.301987
21.7805,133.0044811645917,11.4823934780335,0.8834,-0.358,-0.039,18.980251,20.190481,17.908978,2.281504,1.21023,1.071274
21.7819,133.1789163366499,11.6915879867498,1.0954,-10.55,-6.023,19.79034,20.751589,18.831188,1.920401,0.961248,0.959152
21.7831,132.5206053592238,12.0076000966896,0.1817,-0.505,-3.161,18.108276,18.546925,17.491844,1.05508,0.438648,0.616432
21.7834,132.8025953848795,12.162400871995,1.9734,-4.117,-1.745,20.206778,20.906292,19.192623,1.713669,0.699514,1.014154
21.7891,132.773022016627,12.159575134613,,,,21.829433,18.749863,17.43993,1.309933,-3.079571,4.389504
21.7892,132.4751253397517,11.9209911278487,,,,16.328798,17.155554,15.333247,1.822307,0.826755,0.995551
21.7925,132.8311838916045,12.1631813201606,0.5188,0.765,-5.092,17.133612,17.457148,16.64219,0.814957,0.323536,0.491421
21.7957,132.4540090557235,11.8068973570165,1.1431,-11.092,-2.896,15.134989,15.650294,14.46571,1.184585,0.515305,0.669279
21.803,132.4859706805944,11.9481346665384,1.1832,-11.1,-3.068,13.127889,13.415568,12.680127,0.735441,0.28768,0.447762
21.8068,132.4922951729887,11.9614577683519,0.7288,-10.099,-3.362,19.92336,20.776423,18.725754,2.050669,0.853062,1.197607
21.8133,132.8871857582883,11.4415864551829,0.0111,-10.372,-2.204,20.103771,20.487131,18.780603,1.706528,0.38336,1.323168
21.8145,133.0490503258085,11.5101083980564,,,,21.134941,21.505138,20.000864,1.504274,0.370197,1.134077
21.8169,132.658678948089,11.4749528330161,0.7147,-8.222,-4.095,19.699669,20.582455,18.616213,1.966242,0.882786,1.083456
21.8187,132.998025093266,12.1218757712041,0.3171,1.166,-7.04,19.669132,20.897758,18.613728,2.284031,1.228626,1.055405
21.8205,132.9236249354066,12.1506538979682,0.0307,-7.999,0.069,18.763187,19.269629,18.051624,1.218004,0.506441,0.711563
21.8225,133.1498407163497,11.6235453220618,1.1686,-10.709,-2.883,14.830228,15.218017,14.272186,0.94583,0.387789,0.558042
21.8245,132.4579200388775,11.8567865893954,0.1293,0.535,-1.064,17.425177,17.745403,16.974222,0.771181,0.320227,0.450954
21.8334,132.9747184966664,12.1331289418625,0.5779,-0.776,-3.183,17.76528,18.416487,16.988518,1.427969,0.651207,0.776762
21.8335,132.9714305982107,11.4655653348315,,,,20.917915,20.013985,18.595888,1.418097,-0.903931,2.322027
21.8345,133.1516251943281,11.9739895446752,,,,21.496302,20.953886,19.037006,1.91688,-0.542416,2.459295
21.8386,132.4569497828105,11.8520391028963,,,,21.302622,20.79976,19.515127,1.284634,-0.502861,1.787495
21.85,132.9689093532064,12.1359001632424,0.585,-1.899,-9.406,19.530367,20.372595,18.57867,1.793924,0.842228,0.951696
21.8504,132.7692939910456,12.1600861242586,1.2098,-3.019,-3.337,19.628885,20.180605,19.014816,1.165789,0.55172,0.614069
21.8525,132.7188845632717,12.1490996654292,1.125,-11.005,-2.723,15.258637,15.675719,14.671843,1.003877,0.417082,0.586795
21.8547,132.8879423058267,11.4410669993365,1.4667,-1.131,-12.901,14.829949,15.201052,14.287997,0.913054,0.371102,0.541952
21.8549,132.620009009439,11.4960786534539,,,,21.163153,21.148397,20.83229,0.316107,-0.014755,0.330862
21.8565,132.9922116326756,12.1254987601751,0.3551,0.352,-4.05,20.430899,21.490854,19.330082,2.160772,1.059956,1.100817
21.8568,133.1955465483813,11.7661692386121,1.7503,-8.079,-6.934,18.43983,19.655733,17.338999,2.316734,1.215902,1.100832
21.8579,133.0614143006403,11.5187155971552,1.1438,-11.082,-2.694,12.675331,12.950386,12.247072,0.703314,0.275055,0.428259
21.8599,133.0860886382635,11.5405113829419,2.5925,3.514,-7.607,20.606205,21.005444,19.836365,1.169079,0.399239,0.76984
21.8637,133.1972455195787,11.8030170276706,0.4691,1.15,2.27,15.981091,16.319164,15.476205,0.842959,0.338074,0.504886
21.8669,132.9241871178382,11.4487437502653,1.055,-3.914,-2.176,19.714516,20.806503,18.654741,2.151762,1.091988,1.059774
21.8713,132.5322491101874,11.5748549120457,1.173,3.43,-4.097,19.266882,20.264212,18.2662,1.998012,0.99733,1.000683
21.8722,132.6038974458197,11.5067465554215,0.3064,0.375,0.803,16.325035,16.614275,15.871152,0.743123,0.28924,0.453883
21.8725,132.6325413386999,12.1121366485382,1.2587,-10.861,-2.614,17.165012,18.054684,16.250217,1.804466,0.889671,0.914795
21.8813,132.5941193877462,12.0862854209902,1.1862,-11.0,-2.834,13.75739,14.057546,13.29687,0.760675,0.300156,0.46052
21.8819,133.1485093968551,11.9811781261176,1.1289,-10.978,-3.087,13.277875,13.588268,12.805144,0.783124,0.310393,0.472731
21.8836,133.0540024804662,11.5123889575575,2.8679,-0.996,-2.48,20.732265,21.156244,19.968811,1.187433,0.423979,0.763454
21.8855,132.8988551015304,12.1576068058028,1.5655,2.355,-17.242,15.09918,15.685464,14.364264,1.3212,0.586284,0.734917
21.8907,132.6248539420502,12.1078331679644,0.6417,-4.483,1.273,16.835077,17.278856,16.229275,1.049581,0.443779,0.605803
21.892,132.896326697098,11.4419544414114,2.1952,-3.412,-16.541,17.648022,18.792181,16.430557,2.361624,1.144159,1.217464
21.8934,133.1401896038717,11.6052929206067,-0.8302,-8.263,0.556,20.618797,21.023338,19.643534,1.379805,0.404541,0.975264
21.8985,132.4853880687101,11.9508483781688,0.2964,0.103,-0.195,19.06093,19.383415,18.604696,0.778719,0.322485,0.456234
21.9055,132.956797091901,11.4584917282004,,,,21.664198,20.49057,18.592129,1.898441,-1.173628,3.072069
21.9124,133.0020951727634,11.478630737108,-0.2018,0.059,-4.253,20.150215,21.28634,19.11696,2.16938,1.136126,1.033255
21.9139,132.4550155336989,11.8472077745903,0.313,-7.412,0.54,14.696157,14.959108,14.242249,0.716859,0.262951,0.453908
21.9211,132.4811400327256,11.658139570386,2.9793,-3.583,5.737,19.998384,21.111652,18.471262,2.64039,1.113268,1.527122
21.9381,133.1026212958025,12.0448235839879,1.2535,-11.455,-2.971,17.173012,17.99984,16.292963,1.706877,0.826828,0.880049
21.9407,132.6229169613212,11.4928316571397,0.9998,-48.219,-40.37,18.237823,19.053394,17.365513,1.687882,0.815571,0.872311
21.9421,132.8125064553386,12.1655638310829,0.3246,0.085,-14.775,15.191269,15.490433,14.7105,0.779933,0.299164,0.480769
21.9465,133.1976804874796,11.8269572813612,0.1278,-0.953,-5.153,19.409641,20.100576,18.623985,1.476591,0.690935,0.785656
21.9496,132.4888342844353,11.6404077486348,0.819,-3.129,-4.308,18.306015,19.347912,17.344667,2.003244,1.041897,0.961348
21.9518,133.0882169660189,11.5403689610146,,,,21.180756,21.505188,19.741337,1.763851,0.324432,1.439419
21.9539,132.4552220015952,11.7464490273205,0.7145,9.448,-3.086,17.432163,17.98899,16.737627,1.251364,0.556828,0.694536
21.9588,132.7971799471454,11.4350763764932,0.4928,-0.545,-8.972,20.202318,20.82832,19.212395,1.615925,0.626001,0.989923
21.9614,132.5009010825286,11.9826669443296,1.1917,-10.736,-2.726,17.611038,18.51102,16.684778,1.826242,0.899982,0.92626
21.9626,132.8545382535307,11.4350990504051,5.0979,-6.745,0.234,20.686367,21.380056,19.38409,1.995966,0.693689,1.302277
21.9649,132.4915277291028,11.9658893027254,0.0429,-5.939,-6.179,17.786896,18.047523,17.36653,0.680994,0.260628,0.420366
21.9677,132.4538359106853,11.7553953858079,1.1123,-11.012,-2.736,18.3508,19.665318,17.24168,2.423637,1.314518,1.109119
21.9679,133.0105771398108,12.1179679535909,1.7065,-1.224,-3.463,10.794634,11.026897,10.40555,0.621347,0.232264,0.389084
21.968,133.1267385133607,12.0165615834015,-1.9711,0.612,-8.755,20.897964,21.083052,19.809208,1.273844,0.185087,1.088757
21.9751,133.1328768031413,11.5920235583886,0.5507,-0.83,2.545,17.24034,17.752155,16.558165,1.193991,0.511816,0.682175
21.9811,132.4837295991394,11.6498078181762,,,,21.013048,20.819466,19.750275,1.069191,-0.193583,1.262773
21.9812,133.1629708796213,11.6429173938465,2.5596,-1.4,-23.906,18.902042,20.603323,17.637272,2.966051,1.701281,1.264771
